unicode,char,ver,frequence
U+776B,睫,1.1,1305
U+776C,睬,1.1,41
U+776D,睭,1.1,6
U+776E,睮,1.1,4
U+7771,睱,1.1,115
U+7772,睲,1.1,13
U+7774,睴,1.1,42
U+7775,睵,1.1,3
U+7776,睶,1.1,1
U+7777,睷,1.1,10
U+7779,睹,1.1,3963
U+777A,睺,1.1,7782
U+777B,睻,1.1,9
U+777C,睼,1.1,16
U+777D,睽,1.1,134
U+777E,睾,1.1,4
U+777F,睿,1.1,2196
U+7780,瞀,1.1,104
U+7781,瞁,1.1,2
U+7782,瞂,1.1,5
U+7784,瞄,1.1,1221
U+7785,瞅,1.1,11
U+7787,瞇,1.1,53
U+7789,瞉,1.1,1
U+778B,瞋,1.1,49534
U+778C,瞌,1.1,1465
U+778D,瞍,1.1,62
U+778E,瞎,1.1,6666
U+778F,瞏,1.1,1
U+7790,瞐,1.1,1
U+7791,瞑,1.1,1789
U+7795,瞕,1.1,3
U+7796,瞖,1.1,1111
U+7797,瞗,1.1,25
U+7799,瞙,1.1,274
U+779A,瞚,1.1,171
U+779D,瞝,1.1,1
U+779E,瞞,1.1,4876
U+779F,瞟,1.1,12
U+77A0,瞠,1.1,490
U+77A2,瞢,1.1,1014
U+77A4,瞤,1.1,143
U+77A5,瞥,1.1,3009
U+77A6,瞦,1.1,3
U+77A7,瞧,1.1,87
U+77A8,瞨,1.1,6
U+77A9,瞩,1.1,6
U+77AA,瞪,1.1,1312
U+77AB,瞫,1.1,15
U+77AC,瞬,1.1,3362
U+77AD,瞭,1.1,1045
U+77AE,瞮,1.1,2
U+77AF,瞯,1.1,1
U+77B0,瞰,1.1,563
U+77B1,瞱,1.1,18
U+77B3,瞳,1.1,951
U+77B4,瞴,1.1,3
U+77B5,瞵,1.1,5
U+77B6,瞶,1.1,158
U+77B7,瞷,1.1,35
U+77B9,瞹,1.1,25
U+77BA,瞺,1.1,1
U+77BB,瞻,1.1,18148
U+77BC,瞼,1.1,165
U+77BD,瞽,1.1,1278
U+77BE,瞾,1.1,13
U+77BF,瞿,1.1,21393
U+77C1,矁,1.1,1
U+77C2,矂,1.1,1
U+77C3,矃,1.1,60
U+77C4,矄,1.1,15
U+77C5,矅,1.1,65
U+77C6,矆,1.1,6
U+77C7,矇,1.1,475
U+77C9,矉,1.1,17
U+77CC,矌,1.1,163
U+77CD,矍,1.1,401
U+77CE,矎,1.1,1
U+77D0,矐,1.1,19
U+77D1,矑,1.1,7
U+77D2,矒,1.1,80
U+77D3,矓,1.1,31
U+77D4,矔,1.1,1
U+77D6,矖,1.1,29
U+77D7,矗,1.1,355
U+77D8,矘,1.1,5
U+77D9,矙,1.1,3
U+77DA,矚,1.1,1729
U+77DB,矛,1.1,2950
U+77DC,矜,1.1,2957
U+77DD,矝,1.1,146
U+77DE,矞,1.1,35
U+77DF,矟,1.1,798
U+77E0,矠,1.1,5
U+77E2,矢,1.1,3367
U+77E3,矣,1.1,127640
U+77E4,矤,1.1,6
U+77E5,知,1.1,827571
U+77E6,矦,1.1,213
U+77E7,矧,1.1,1121
U+77E9,矩,1.1,5478
U+77EC,矬,1.1,385
U+77ED,短,1.1,23626
U+77EE,矮,1.1,580
U+77EF,矯,1.1,3611
U+77F0,矰,1.1,90
U+77F1,矱,1.1,41
U+77F3,石,1.1,114997
U+77F4,矴,1.1,166
U+77F7,矷,1.1,3
U+77F8,矸,1.1,10
U+77F9,矹,1.1,21
U+77FA,矺,1.1,14
U+77FB,矻,1.1,259
U+77FC,矼,1.1,20
U+77FD,矽,1.1,1
U+7802,砂,1.1,3448
U+7803,砃,1.1,3
U+7805,砅,1.1,8
U+7806,砆,1.1,83
U+7809,砉,1.1,29
U+780A,砊,1.1,7
U+780C,砌,1.1,1399
U+780D,砍,1.1,347
U+780E,砎,1.1,10
U+780F,砏,1.1,13
U+7810,砐,1.1,12
U+7811,砑,1.1,40
U+7812,砒,1.1,280
U+7813,砓,1.1,1
U+7814,研,1.1,14391
U+7815,砕,1.1,19
U+7819,砙,1.1,7
U+781D,砝,1.1,1
U+781F,砟,1.1,15
U+7820,砠,1.1,7
U+7822,砢,1.1,61
U+7823,砣,1.1,4
U+7825,砥,1.1,1003
U+7826,砦,1.1,50
U+7827,砧,1.1,915
U+7829,砩,1.1,3
U+782B,砫,1.1,61
U+782D,砭,1.1,187
U+782E,砮,1.1,14
U+782F,砯,1.1,5
U+7830,砰,1.1,170
U+7832,砲,1.1,116
U+7833,砳,1.1,4
U+7834,破,1.1,194390
U+7835,砵,1.1,66
U+7836,砶,1.1,2
U+7837,砷,1.1,2
U+7838,砸,1.1,4
U+7842,硂,1.1,7
U+7843,硃,1.1,250
U+7845,硅,1.1,1
U+7848,硈,1.1,2
U+7849,硉,1.1,14
U+784A,硊,1.1,5
U+784B,硋,1.1,44
U+784C,硌,1.1,30
U+784D,硍,1.1,4
U+784E,硎,1.1,253
U+7850,硐,1.1,21
U+7851,硑,1.1,7
U+7853,硓,1.1,1
U+785C,硜,1.1,98
U+785D,硝,1.1,18
U+785E,硞,1.1,1
U+7860,硠,1.1,13
U+7864,硤,1.1,122
U+7867,硧,1.1,6
U+7868,硨,1.1,1027
U+7869,硩,1.1,5
U+786A,硪,1.1,32
U+786B,硫,1.1,18
U+786C,硬,1.1,2858
U+786D,硭,1.1,1
U+786E,确,1.1,198
U+786F,硯,1.1,899
U+7871,硱,1.1,9
U+7872,硲,1.1,1
U+787A,硺,1.1,15
U+787C,硼,1.1,1
U+787E,硾,1.1,22
U+787F,硿,1.1,38
U+7881,碁,1.1,639
U+7883,碃,1.1,12
U+7885,碅,1.1,1
U+7887,碇,1.1,15
U+7888,碈,1.1,3
U+7889,碉,1.1,28
U+788A,碊,1.1,7
U+788C,碌,1.1,1219
U+788D,碍,1.1,1473
U+788E,碎,1.1,12613
U+788F,碏,1.1,23
U+7890,碐,1.1,3
U+7891,碑,1.1,9750
U+7893,碓,1.1,1394
U+7894,碔,1.1,85
U+7895,碕,1.1,29
U+7896,碖,1.1,7
U+7897,碗,1.1,1578
U+7898,碘,1.1,1
U+7899,碙,1.1,23
U+789A,碚,1.1,26
U+789D,碝,1.1,11
U+789E,碞,1.1,13
U+789F,碟,1.1,184
U+78A0,碠,1.1,8
U+78A1,碡,1.1,6
U+78A2,碢,1.1,12
U+78A3,碣,1.1,592
U+78A7,碧,1.1,13534
U+78A8,碨,1.1,10
U+78A9,碩,1.1,2335
U+78AA,碪,1.1,170
U+78AC,碬,1.1,2
U+78AD,碭,1.1,34
U+78AF,碯,1.1,792
U+78B0,碰,1.1,147
U+78B1,碱,1.1,1
U+78B3,碳,1.1,11
U+78B4,碴,1.1,3
U+78B6,碶,1.1,13
U+78BA,確,1.1,9564
U+78BB,碻,1.1,36
U+78BC,碼,1.1,1048
U+78BE,碾,1.1,679
U+78C1,磁,1.1,858
U+78C2,磂,1.1,7
U+78C4,磄,1.1,2
U+78C5,磅,1.1,180
U+78C8,磈,1.1,48
U+78C9,磉,1.1,217
U+78CA,磊,1.1,851
U+78CB,磋,1.1,509
U+78CC,磌,1.1,3
U+78CE,磎,1.1,78
U+78CF,磏,1.1,2
U+78D0,磐,1.1,1338
U+78D1,磑,1.1,263
U+78D2,磒,1.1,6
U+78D3,磓,1.1,128
U+78D4,磔,1.1,1499
U+78D5,磕,1.1,1564
U+78D6,磖,1.1,1
U+78D7,磗,1.1,6
U+78D9,磙,1.1,1
U+78DA,磚,1.1,1744
U+78DB,磛,1.1,9
U+78DD,磝,1.1,8
U+78DE,磞,1.1,1
U+78E0,磠,1.1,2
U+78E1,磡,1.1,4
U+78E2,磢,1.1,1
U+78E3,磣,1.1,232
U+78E4,磤,1.1,18
U+78E5,磥,1.1,15
U+78E7,磧,1.1,8448
U+78E8,磨,1.1,66367
U+78E9,磩,1.1,7
U+78EA,磪,1.1,19
U+78EB,磫,1.1,13
U+78EC,磬,1.1,4732
U+78ED,磭,1.1,5
U+78EF,磯,1.1,409
U+78F2,磲,1.1,944
U+78F3,磳,1.1,9
U+78F4,磴,1.1,627
U+78F5,磵,1.1,849
U+78F6,磶,1.1,12
U+78F7,磷,1.1,259
U+78F8,磸,1.1,12
U+78F9,磹,1.1,21
U+78FA,磺,1.1,56
U+78FB,磻,1.1,123
U+78FC,磼,1.1,7
U+78FD,磽,1.1,140
U+78FE,磾,1.1,73
U+78FF,磿,1.1,3
U+7900,礀,1.1,9
U+7901,礁,1.1,66
U+7904,礄,1.1,17
U+7905,礅,1.1,6
U+7909,礉,1.1,7
U+790A,礊,1.1,12
U+790C,礌,1.1,6
U+790E,礎,1.1,1403
U+790F,礏,1.1,10
U+7910,礐,1.1,21
U+7911,礑,1.1,1
U+7913,礓,1.1,105
U+7914,礔,1.1,203
U+7915,礕,1.1,36
U+7918,礘,1.1,10
U+7919,礙,1.1,95961
U+791A,礚,1.1,58
U+791B,礛,1.1,12
U+791C,礜,1.1,1
U+791D,礝,1.1,5
U+791E,礞,1.1,1
U+791F,礟,1.1,5
U+7920,礠,1.1,2
U+7921,礡,1.1,138
U+7923,礣,1.1,10
U+7926,礦,1.1,1078
U+7927,礧,1.1,42
U+7928,礨,1.1,32
U+7929,礩,1.1,8
U+792A,礪,1.1,1305
U+792B,礫,1.1,3685
U+792C,礬,1.1,111
U+792D,礭,1.1,182
U+792E,礮,1.1,8
U+7930,礰,1.1,316
U+7931,礱,1.1,323
U+7932,礲,1.1,49
U+7933,礳,1.1,13
U+7934,礴,1.1,159
U+7935,礵,1.1,28
U+7936,礶,1.1,7
U+7939,礹,1.1,5
U+793A,示,1.1,209795
U+793C,礼,1.1,694
U+793D,礽,1.1,23
U+793E,社,1.1,13174
U+793F,礿,1.1,50
U+7940,祀,1.1,6957
U+7941,祁,1.1,1189
U+7942,祂,1.1,1602
U+7944,祄,1.1,7
U+7945,祅,1.1,144
U+7946,祆,1.1,109
U+7947,祇,1.1,59513
U+7948,祈,1.1,8649
U+7949,祉,1.1,401
U+794A,祊,1.1,6
U+794C,祌,1.1,5
U+794F,祏,1.1,44
U+7950,祐,1.1,13058
U+7951,祑,1.1,106
U+7953,祓,1.1,75
U+7954,祔,1.1,92
U+7955,祕,1.1,18842
U+7956,祖,1.1,136414
U+7957,祗,1.1,7279
U+7958,祘,1.1,8
U+7959,祙,1.1,6
U+795A,祚,1.1,3065
U+795B,祛,1.1,1580
U+795C,祜,1.1,309
U+795D,祝,1.1,11146
U+795E,神,1.1,226954
U+795F,祟,1.1,761
U+7960,祠,1.1,6921
U+7961,祡,1.1,1
U+7962,祢,1.1,2
U+7963,祣,1.1,1
U+7964,祤,1.1,1
U+7965,祥,1.1,26631
U+7967,祧,1.1,102
U+7968,票,1.1,494
U+7969,祩,1.1,274
U+796B,祫,1.1,27
U+796D,祭,1.1,9699
U+7972,祲,1.1,109
U+7973,祳,1.1,2
U+7974,祴,1.1,58
U+7979,祹,1.1,4
U+797A,祺,1.1,184
U+797C,祼,1.1,209
U+797D,祽,1.1,2
U+797F,祿,1.1,5756
U+7980,禀,1.1,231
U+7981,禁,1.1,23885
U+7982,禂,1.1,11
U+7984,禄,1.1,2
U+7985,禅,1.1,355
U+7986,禆,1.1,4
U+7987,禇,1.1,13
U+7988,禈,1.1,5
U+798A,禊,1.1,72
U+798B,禋,1.1,200
U+798D,禍,1.1,9397
U+798E,禎,1.1,2740
U+798F,福,1.1,138891
U+7991,禑,1.1,55
U+7992,禒,1.1,2
U+7993,禓,1.1,5
U+7994,禔,1.1,39
U+7995,禕,1.1,76
U+7996,禖,1.1,11
U+7998,禘,1.1,165
U+799B,禛,1.1,24
U+799C,禜,1.1,24
U+79A0,禠,1.1,77
U+79A1,禡,1.1,1
U+79A2,禢,1.1,3
U+79A3,禣,1.1,1
U+79A6,禦,1.1,2297
U+79A7,禧,1.1,1124
U+79A8,禨,1.1,9
U+79A9,禩,1.1,14
U+79AA,禪,1.1,343651
U+79AB,禫,1.1,29
U+79AC,禬,1.1,34
U+79AD,禭,1.1,3
U+79AE,禮,1.1,133145
U+79B0,禰,1.1,2437
U+79B1,禱,1.1,4513
U+79B2,禲,1.1,12
U+79B3,禳,1.1,1098
U+79B4,禴,1.1,68
U+79B6,禶,1.1,1
U+79B8,禸,1.1,9
U+79B9,禹,1.1,4080
U+79BA,禺,1.1,563
U+79BB,离,1.1,349
U+79BD,禽,1.1,5672
U+79BE,禾,1.1,5112
U+79BF,禿,1.1,1743
U+79C0,秀,1.1,16720
U+79C1,私,1.1,22951
U+79C3,秃,1.1,10
U+79C5,秅,1.1,11
U+79C6,秆,1.1,36
U+79C7,秇,1.1,11
U+79C8,秈,1.1,58
U+79C9,秉,1.1,7886
U+79CA,秊,1.1,1431
U+79CB,秋,1.1,36039
U+79CC,秌,1.1,4
U+79CD,种,1.1,34
U+79CF,秏,1.1,192
U+79D0,秐,1.1,9
U+79D1,科,1.1,31522
U+79D2,秒,1.1,48
U+79D4,秔,1.1,240
U+79D5,秕,1.1,168
U+79D6,秖,1.1,7558
U+79D7,秗,1.1,1
U+79D8,秘,1.1,12116
U+79DB,秛,1.1,1
U+79DD,秝,1.1,34
U+79DE,秞,1.1,2
U+79DF,租,1.1,2255
U+79E0,秠,1.1,4
U+79E1,秡,1.1,22
U+79E2,秢,1.1,3
U+79E3,秣,1.1,649
U+79E4,秤,1.1,3404
U+79E5,秥,1.1,9
U+79E6,秦,1.1,19091
U+79E7,秧,1.1,218
U+79E8,秨,1.1,1
U+79E9,秩,1.1,1228
U+79EA,秪,1.1,9354
U+79EB,秫,1.1,172
U+79EC,秬,1.1,41
U+79ED,秭,1.1,73
U+79F0,称,1.1,18
U+79F7,秷,1.1,3
U+79F8,秸,1.1,75
U+79FA,秺,1.1,2
U+79FB,移,1.1,23590
U+79FC,秼,1.1,49
U+79FF,秿,1.1,6
U+7A00,稀,1.1,4012
U+7A02,稂,1.1,51
U+7A03,稃,1.1,23
U+7A04,稄,1.1,6
U+7A05,稅,1.1,3080
U+7A07,稇,1.1,9
U+7A08,稈,1.1,285
U+7A09,稉,1.1,29
U+7A0A,稊,1.1,252
U+7A0B,程,1.1,9911
U+7A0C,稌,1.1,16
U+7A0D,稍,1.1,11747
U+7A0F,稏,1.1,15
U+7A11,稑,1.1,17
U+7A13,稓,1.1,8
U+7A14,稔,1.1,1050
U+7A15,稕,1.1,32
U+7A17,稗,1.1,772
U+7A18,稘,1.1,15
U+7A19,稙,1.1,15
U+7A1A,稚,1.1,3480
U+7A1B,稛,1.1,12
U+7A1C,稜,1.1,2388
U+7A1E,稞,1.1,47
U+7A1F,稟,1.1,10547
U+7A20,稠,1.1,3305
U+7A21,稡,1.1,24
U+7A22,稢,1.1,2
U+7A27,稧,1.1,11
U+7A28,稨,1.1,1
U+7A2A,稪,1.1,6
U+7A2B,稫,1.1,5
U+7A2C,稬,1.1,4
U+7A2D,稭,1.1,33
U+7A2E,種,1.1,576984
U+7A2F,稯,1.1,3
U+7A31,稱,1.1,132360
U+7A34,稴,1.1,4
U+7A35,稵,1.1,4
U+7A37,稷,1.1,1262
U+7A38,稸,1.1,118
U+7A39,稹,1.1,61
U+7A3A,稺,1.1,23
U+7A3B,稻,1.1,3876
U+7A3C,稼,1.1,2405
U+7A3D,稽,1.1,14887
U+7A3E,稾,1.1,105
U+7A3F,稿,1.1,2044
U+7A40,穀,1.1,10586
U+7A44,穄,1.1,67
U+7A45,穅,1.1,100
U+7A46,穆,1.1,4561
U+7A47,穇,1.1,8
U+7A48,穈,1.1,24
U+7A49,穉,1.1,339
U+7A4A,穊,1.1,71
U+7A4B,穋,1.1,4
U+7A4C,穌,1.1,1306
U+7A4D,積,1.1,41370
U+7A4E,穎,1.1,1990
U+7A4F,穏,1.1,1
U+7A53,穓,1.1,4
U+7A54,穔,1.1,15
U+7A55,穕,1.1,1
U+7A56,穖,1.1,1
U+7A57,穗,1.1,581
U+7A58,穘,1.1,2
U+7A5A,穚,1.1,2
U+7A5B,穛,1.1,2
U+7A5C,穜,1.1,17
U+7A5F,穟,1.1,76
U+7A60,穠,1.1,116
U+7A61,穡,1.1,668
U+7A62,穢,1.1,28226
U+7A64,穤,1.1,5
U+7A67,穧,1.1,5
U+7A68,穨,1.1,72
U+7A69,穩,1.1,6875
U+7A6A,穪,1.1,154
U+7A6B,穫,1.1,496
U+7A6C,穬,1.1,483
U+7A6D,穭,1.1,27
U+7A6E,穮,1.1,7
U+7A70,穰,1.1,715
U+7A71,穱,1.1,3
U+7A73,穳,1.1,1
U+7A74,穴,1.1,10553
U+7A75,穵,1.1,47
U+7A76,究,1.1,77045
U+7A77,穷,1.1,12
U+7A78,穸,1.1,64
U+7A79,穹,1.1,1254
U+7A7A,空,1.1,544269
U+7A7B,穻,1.1,6
U+7A7C,穼,1.1,5
U+7A7D,穽,1.1,650
U+7A7E,穾,1.1,21
U+7A7F,穿,1.1,15613
U+7A80,窀,1.1,59
U+7A81,突,1.1,20212
U+7A82,窂,1.1,301
U+7A83,窃,1.1,43
U+7A84,窄,1.1,1569
U+7A85,窅,1.1,315
U+7A86,窆,1.1,453
U+7A88,窈,1.1,896
U+7A8A,窊,1.1,159
U+7A8B,窋,1.1,23
U+7A8C,窌,1.1,20
U+7A90,窐,1.1,17
U+7A91,窑,1.1,136
U+7A92,窒,1.1,915
U+7A93,窓,1.1,2047
U+7A94,窔,1.1,18
U+7A95,窕,1.1,385
U+7A96,窖,1.1,401
U+7A97,窗,1.1,3432
U+7A98,窘,1.1,505
U+7A99,窙,1.1,2
U+7A9A,窚,1.1,2
U+7A9D,窝,1.1,1
U+7A9E,窞,1.1,22
U+7A9F,窟,1.1,11720
U+7AA0,窠,1.1,4462
U+7AA2,窢,1.1,1
U+7AA3,窣,1.1,4642
U+7AA8,窨,1.1,25
U+7AA9,窩,1.1,832
U+7AAA,窪,1.1,273
U+7AAB,窫,1.1,1
U+7AAC,窬,1.1,216
U+7AAE,窮,1.1,53224
U+7AAF,窯,1.1,249
U+7AB0,窰,1.1,132
U+7AB1,窱,1.1,34
U+7AB3,窳,1.1,207
U+7AB4,窴,1.1,110
U+7AB5,窵,1.1,9
U+7AB6,窶,1.1,454
U+7AB8,窸,1.1,9
U+7AB9,窹,1.1,379
U+7ABA,窺,1.1,5463
U+7ABB,窻,1.1,714
U+7ABC,窼,1.1,28
U+7ABE,窾,1.1,33
U+7ABF,窿,1.1,357
U+7AC0,竀,1.1,6
U+7AC1,竁,1.1,50
U+7AC2,竂,1.1,13
U+7AC3,竃,1.1,1
U+7AC4,竄,1.1,1359
U+7AC5,竅,1.1,3164
U+7AC6,竆,1.1,336
U+7AC7,竇,1.1,11404
U+7AC8,竈,1.1,1615
U+7AC9,竉,1.1,78
U+7ACA,竊,1.1,7998
U+7ACB,立,1.1,250577
U+7AD1,竑,1.1,107
U+7AD2,竒,1.1,367
U+7AD7,竗,1.1,18
U+7AD8,竘,1.1,1
U+7AD9,站,1.1,1618
U+7ADA,竚,1.1,259
U+7ADB,竛,1.1,214
U+7ADC,竜,1.1,3
U+7ADD,竝,1.1,8085
U+7ADF,竟,1.1,141048
U+7AE0,章,1.1,61743
U+7AE2,竢,1.1,136
U+7AE3,竣,1.1,667
U+7AE4,竤,1.1,3
U+7AE5,童,1.1,48693
U+7AE6,竦,1.1,963
U+7AE8,竨,1.1,1
U+7AEA,竪,1.1,14976
U+7AEB,竫,1.1,33
U+7AED,竭,1.1,16819
U+7AEE,竮,1.1,205
U+7AEF,端,1.1,52385
U+7AF1,竱,1.1,3
U+7AF2,竲,1.1,5
U+7AF6,競,1.1,9175
U+7AF8,竸,1.1,90
U+7AF9,竹,1.1,27667
U+7AFA,竺,1.1,29038
U+7AFD,竽,1.1,167
U+7AFE,竾,1.1,3
U+7AFF,竿,1.1,6140
U+7B01,笁,1.1,357
U+7B04,笄,1.1,133
U+7B06,笆,1.1,66
U+7B07,笇,1.1,101
U+7B08,笈,1.1,3080
U+7B09,笉,1.1,1
U+7B0A,笊,1.1,413
U+7B0B,笋,1.1,692
U+7B0E,笎,1.1,2
U+7B0F,笏,1.1,749
U+7B10,笐,1.1,118
U+7B11,笑,1.1,46883
U+7B12,笒,1.1,30
U+7B13,笓,1.1,12
U+7B14,笔,1.1,42
U+7B18,笘,1.1,15
U+7B19,笙,1.1,1085
U+7B1A,笚,1.1,1
U+7B1B,笛,1.1,2816
U+7B1C,笜,1.1,3
U+7B1E,笞,1.1,696
U+7B1F,笟,1.1,54
U+7B20,笠,1.1,2501
U+7B21,笡,1.1,24
U+7B22,笢,1.1,3
U+7B23,笣,1.1,5
U+7B24,笤,1.1,126
U+7B25,笥,1.1,465
U+7B26,符,1.1,16722
U+7B28,笨,1.1,119
U+7B29,笩,1.1,23
U+7B2A,笪,1.1,40
U+7B2B,笫,1.1,46
U+7B2C,第,1.1,672377
U+7B2D,笭,1.1,34
U+7B2E,笮,1.1,320
U+7B2F,笯,1.1,81
U+7B31,笱,1.1,69
U+7B32,笲,1.1,1
U+7B33,笳,1.1,372
U+7B34,笴,1.1,120
U+7B35,笵,1.1,21
U+7B3B,笻,1.1,1081
U+7B3F,笿,1.1,9
U+7B40,筀,1.1,34
U+7B43,筃,1.1,10
U+7B44,筄,1.1,4
U+7B45,筅,1.1,25
U+7B46,筆,1.1,17166
U+7B47,筇,1.1,72
U+7B48,筈,1.1,256
U+7B49,等,1.1,902974
U+7B4A,筊,1.1,17
U+7B4B,筋,1.1,4653
U+7B4C,筌,1.1,1902
U+7B4D,筍,1.1,1233
U+7B4E,筎,1.1,4
U+7B4F,筏,1.1,3960
U+7B50,筐,1.1,451
U+7B51,筑,1.1,181
U+7B52,筒,1.1,1948
U+7B54,答,1.1,252729
U+7B55,筕,1.1,10
U+7B56,策,1.1,9105
U+7B5E,筞,1.1,508
U+7B5F,筟,1.1,11
U+7B60,筠,1.1,1620
U+7B61,筡,1.1,5
U+7B63,筣,1.1,1
U+7B64,筤,1.1,9
U+7B65,筥,1.1,96
U+7B66,筦,1.1,148
U+7B67,筧,1.1,164
U+7B69,筩,1.1,435
U+7B6B,筫,1.1,42
U+7B6C,筬,1.1,17
U+7B6D,筭,1.1,2070
U+7B6E,筮,1.1,610
U+7B6F,筯,1.1,965
U+7B70,筰,1.1,12
U+7B71,筱,1.1,23
U+7B72,筲,1.1,61
U+7B73,筳,1.1,19
U+7B74,筴,1.1,311
U+7B75,筵,1.1,3918
U+7B76,筶,1.1,5
U+7B77,筷,1.1,165
U+7B7B,筻,1.1,2
U+7B82,箂,1.1,4
U+7B84,箄,1.1,197
U+7B85,箅,1.1,10
U+7B86,箆,1.1,41
U+7B87,箇,1.1,74603
U+7B88,箈,1.1,1
U+7B8A,箊,1.1,4
U+7B8B,箋,1.1,6551
U+7B8C,箌,1.1,6
U+7B8D,箍,1.1,183
U+7B8E,箎,1.1,166
U+7B8F,箏,1.1,315
U+7B90,箐,1.1,80
U+7B91,箑,1.1,64
U+7B92,箒,1.1,12
U+7B94,箔,1.1,217
U+7B95,箕,1.1,1760
U+7B96,箖,1.1,3
U+7B97,算,1.1,9042
U+7B98,箘,1.1,4
U+7B99,箙,1.1,27
U+7B9B,箛,1.1,9
U+7B9C,箜,1.1,868
U+7B9D,箝,1.1,53
U+7B9E,箞,1.1,3
U+7BA0,箠,1.1,177
U+7BA1,管,1.1,15284
U+7BA4,箤,1.1,3
U+7BA5,箥,1.1,3
U+7BAC,箬,1.1,573
U+7BAD,箭,1.1,14587
U+7BAF,箯,1.1,8
U+7BB1,箱,1.1,1263
U+7BB2,箲,1.1,5
U+7BB4,箴,1.1,903
U+7BB5,箵,1.1,2
U+7BB6,箶,1.1,2
U+7BB7,箷,1.1,10
U+7BB8,箸,1.1,1109
U+7BBE,箾,1.1,6
U+7BC0,節,1.1,53439
U+7BC1,篁,1.1,597
U+7BC4,範,1.1,11139
U+7BC5,篅,1.1,281
U+7BC6,篆,1.1,1795
U+7BC7,篇,1.1,22918
U+7BC8,篈,1.1,2
U+7BC9,築,1.1,5620
U+7BCB,篋,1.1,2352
U+7BCC,篌,1.1,872
U+7BCE,篎,1.1,1
U+7BCF,篏,1.1,4
U+7BD0,篐,1.1,144
U+7BD4,篔,1.1,37
U+7BD6,篖,1.1,8
U+7BD7,篗,1.1,5
U+7BD8,篘,1.1,2
U+7BD9,篙,1.1,446
U+7BDA,篚,1.1,46
U+7BDB,篛,1.1,44
U+7BDD,篝,1.1,90
U+7BDF,篟,1.1,3
U+7BE0,篠,1.1,133
U+7BE1,篡,1.1,413
U+7BE2,篢,1.1,6
U+7BE3,篣,1.1,4
U+7BE4,篤,1.1,5417
U+7BE5,篥,1.1,85
U+7BE6,篦,1.1,2679
U+7BE7,篧,1.1,6
U+7BE8,篨,1.1,73
U+7BE9,篩,1.1,661
U+7BEA,篪,1.1,90
U+7BF0,篰,1.1,5
U+7BF1,篱,1.1,91
U+7BF2,篲,1.1,227
U+7BF3,篳,1.1,69
U+7BF4,篴,1.1,35
U+7BF5,篵,1.1,8
U+7BF7,篷,1.1,438
U+7BF8,篸,1.1,56
U+7BF9,篹,1.1,42
U+7BFA,篺,1.1,11
U+7BFB,篻,1.1,2
U+7BFC,篼,1.1,20
U+7BFD,篽,1.1,2
U+7BFE,篾,1.1,757
U+7BFF,篿,1.1,2
U+7C00,簀,1.1,117
U+7C01,簁,1.1,197
U+7C03,簃,1.1,2
U+7C04,簄,1.1,32
U+7C06,簆,1.1,1
U+7C07,簇,1.1,1587
U+7C09,簉,1.1,154
U+7C0A,簊,1.1,1
U+7C0B,簋,1.1,79
U+7C0C,簌,1.1,46
U+7C0D,簍,1.1,37
U+7C0F,簏,1.1,139
U+7C11,簑,1.1,270
U+7C12,簒,1.1,7
U+7C17,簗,1.1,8
U+7C19,簙,1.1,16
U+7C1B,簛,1.1,4
U+7C1C,簜,1.1,16
U+7C1E,簞,1.1,269
U+7C1F,簟,1.1,328
U+7C20,簠,1.1,26
U+7C21,簡,1.1,42346
U+7C22,簢,1.1,2
U+7C23,簣,1.1,634
U+7C25,簥,1.1,29
U+7C26,簦,1.1,159
U+7C27,簧,1.1,389
U+7C28,簨,1.1,33
U+7C2A,簪,1.1,1030
U+7C2B,簫,1.1,1116
U+7C2E,簮,1.1,44
U+7C30,簰,1.1,17
U+7C31,簱,1.1,13
U+7C33,簳,1.1,40
U+7C35,簵,1.1,1
U+7C37,簷,1.1,2179
U+7C38,簸,1.1,1634
U+7C39,簹,1.1,30
U+7C3A,簺,1.1,4
U+7C3B,簻,1.1,1
U+7C3D,簽,1.1,302
U+7C3E,簾,1.1,3475
U+7C3F,簿,1.1,1957
U+7C40,籀,1.1,284
U+7C43,籃,1.1,1693
U+7C44,籄,1.1,20
U+7C45,籅,1.1,1
U+7C47,籇,1.1,2
U+7C4A,籊,1.1,5
U+7C4B,籋,1.1,8
U+7C4C,籌,1.1,7287
U+7C4D,籍,1.1,8687
U+7C50,籐,1.1,126
U+7C52,籒,1.1,1
U+7C53,籓,1.1,194
U+7C54,籔,1.1,19
U+7C55,籕,1.1,161
U+7C56,籖,1.1,9
U+7C57,籗,1.1,8
U+7C59,籙,1.1,507
U+7C5A,籚,1.1,36
U+7C5B,籛,1.1,31
U+7C5C,籜,1.1,310
U+7C5D,籝,1.1,3
U+7C5E,籞,1.1,16
U+7C5F,籟,1.1,973
U+7C60,籠,1.1,9124
U+7C62,籢,1.1,23
U+7C63,籣,1.1,13
U+7C64,籤,1.1,3429
U+7C65,籥,1.1,582
U+7C66,籦,1.1,1
U+7C67,籧,1.1,76
U+7C69,籩,1.1,36
U+7C6A,籪,1.1,11
U+7C6B,籫,1.1,12
U+7C6C,籬,1.1,3024
U+7C6D,籭,1.1,10
U+7C6E,籮,1.1,372
U+7C6F,籯,1.1,22
U+7C70,籰,1.1,64
U+7C72,籲,1.1,189
