典籍編號,典籍名稱,卷數,作譯者,type
B0056,西藏法寶貫珠,1,達瓦桑杜譯英　伊文思溫慈編註　趙洪鑄譯漢,text
B0057,密宗道次第論,5,克主著　法尊譯,text
B0058,涅般道大手印瑜伽法要釋,1,白蓮花造　光明心譯,text
B0059,明行道六成就法,1,珀瑪迦爾著　張妙定蓮菩提金剛正譯,text
B0060,頗哇心要轉識自在法,1,達瓦桑杜譯英　伊文思溫慈纂集　張妙定蓮菩提金剛正譯漢,text
B0061,椎擊三要訣勝法解,1,大善解功德主著　貢噶傳　滿空譯,text
B0062,貢噶上師恒河大手印直講,1,貢噶講,text
B0063,大密妙義深道六法引導廣論纂要,1,吉祥造　鍾伯毅纂,text
B0064,大圓滿,1,郭元興著　慈威校註,text
B0065,菩提道次第略論,6,宗喀巴著　邢肅芝譯,text
B0066,菩提道次第直講,6,宗喀巴著　大勇口譯　智湛筆錄,text
B0067,菩提道次第廣論,24,宗喀巴著　法尊譯,text
B0068,密宗道次第廣論,22,宗喀巴著　法尊譯,text
B0069,七系付法傳,7,多羅那他著　郭元興譯,text
B0070,安樂妙寶,1,金慧暢編,text
B0071,蓮華生大士應化史略,15,諾那呼圖克圖逞列匠磋譯,text
B0072,阿底峽尊者傳,5,法尊譯述,text
B0073,木納記,29,惹穹多傑札把著　多傑譯述　張心若筆錄,text
B0074,宗喀巴大師傳,5,法尊譯述,text
B0075,西藏王臣護法記,26,第五世達賴喇嘛著　郭和卿譯,text
B0076,印度佛教史,44,達喇那他著　王沂暖譯,text
B0077,洛陽伽藍記校釋,5,楊衒之著　周祖謨校釋,text
B0078,洛陽伽藍記校注,5,楊衒之著　范祥雍校注,text
B0079,釋氏六帖,24,義楚集,text
B0080,大唐西域記（校點本）,12,玄奘口述　辯機編纂,text
B0081,雙峰山曹侯溪寶林傳（殘卷）,7,智炬著,text
B0082,傳燈玉英集（殘卷）,9,王隨編,text
B0084,藏逸經書標目,1,密藏編,text
B0085,憨山大師年譜疏註,2,福善記錄　福徵述疏,text
B0086,南朝寺考,1,劉世珩著,text
B0087,合訂天台三聖二和詩集,1,寒山．豐干．拾得原詩　梵琦．濟岳和,text
B0088,古今圖書集成選輯,158,"",text
B0089,太平廣記選輯（卷八十七～一三四）,48,李昉等編纂,text
B0090,酉陽雜俎選輯（前集、續集等六篇）,6,段成式著,text
B0091,正史選輯（晉書、宋書、梁書、魏書、隋書、舊唐書、元史、明史）,10,"",text
B0092,唐會要、五代會要、明書、明會典選輯,8,"",text
B0093,象教皮編（六卷全）,6,陳士元編,text
B0094,冊府元龜選輯,4,王欽若、楊億等著,text
B0095,入唐求法巡禮行記,4,圓仁著,text
B0096,佛教繪畫史料,6,"",text
B0097,歸元鏡,2,智達著,text
B0098,高旻寺規約,3,來果著,text
B0099,相宗絡索,1,王夫之著,text
B0101,絕觀論,1,菩提達磨（？）著,text
B0103,禪林象器箋,30,無著道忠著,text
B0116,金剛般若波羅蜜經集註,1,明成祖朱棣集註,text
B0117,三藏法數,38,一如等編　丁福保重校,text
B0118,律宗燈譜,8,源諒著　劉霞彩編,text
B0119,天然和尚年譜,1,汪宗衍著,text
B0130,靈峰宗論（選錄〈蕅益大師年譜〉、〈書重刻靈峰宗論後〉、〈刻闢邪集序〉）,1,智旭著,text
B0131,法海觀瀾,5,智旭輯,text
B0132,尚直編,2,空谷景隆著,text
B0133,尚理編,1,空谷景隆著,text
B0134,闢邪集（選錄）,2,鍾始聲著,text
B0135,蒲室集,15,笑隱大訢著,text
B0136,選佛譜,6,智旭著,text
B0137,正名錄,14,智楷著,text
B0139,獻花巖志,1,陳沂著,text
B0140,雪峰志,10,徐𤊹纂輯,text
B0141,嵩山少林寺輯志,11,輯自傅梅撰《嵩書》,text
B0142,新校定的敦煌寫本神會和尚遺著兩種,1,胡適校定,text
B0143,神會和尚語錄的第三個敦煌寫本：南陽和尚問答雜徵義（劉澄集）,1,胡適校定,text
B0144,祖堂集,20,靜、筠二禪德編著,text
B0145,天目中峰廣錄,30,中峰明本著,text
B0146,房山雲居寺石經──經文、題記、碑銘等拓片之選輯,5,"",text
B0147,三階教殘卷,17,矢吹慶輝輯,text
B0148,東坡禪喜集,9,徐長孺輯,text
B0149,鳴道集說,5,李屏山著,text
B0150,道餘錄（選錄「姚少師道餘錄跋」）,1,姚廣孝著,text
B0151,新續高僧傳,65,喻謙著,text
B0152,普濟玉琳國師語錄,14,音緯等編,text
B0153,法藏碎金錄,10,晁逈著,text
B0155,聖朝破邪集,8,徐昌治編,text
B0156,佛法金湯,3,屠隆著,text
B0157,楊仁山居士遺書,24,楊文會著,text
B0158,陰騭文圖,1,費丹旭繪圖　許光清集證,text
B0159,了凡四訓,1,袁了凡著,text
B0160,金陵梵剎志,53,葛寅亮著,text
B0161,武林梵志,12,吳之鯨著,text
B0163,重修曹溪通志,8,馬元、釋真樸重修,text
B0169,朝鮮寺剎史料,2,"",text
B0170,朝鮮佛教通史,3,李能和著,text
B0171,八宗綱要鈔,2,凝然述,text
B0172,出定後語,2,富永仲基著,text
B0173,元亨釋書,30,師鍊著,text
B0174,參天台五台山記,8,成尋著,text
B0175,喫茶養生記,2,榮西著,text
B0176,四宗要文,3,日朝著　英園纂補,text
B0177,本朝諸宗要集,5,義觀述,text
B0178,東大寺六宗未決義,1,"",text
B0179,八海含藏,1,師鍊著,text
B0180,華嚴通關,1,定仙著,text
B0181,諸宗教理同異釋,1,賴瑜釋,text
B0182,內典塵露章,1,凝然述,text
B0183,禪祖念佛集,2,慧中集,text
B0184,顯揚正法復古集,2,普寂著,text
B0185,初學題額集,3,良山集,text
B0186,三國佛法傳通緣起,3,凝然述,text
B0187,二障義,1,元曉著,text
B0189,大華嚴一乘法界圖註并序,1,雪岑著,text
B0190,華嚴經釋題,1,雪岑著,text
B0191,義相法師法性偈,1,有聞科註　聖奎證正,text
B0192,釋文紀,45,梅鼎祚輯,text
B0193,吳都法乘,30,周永年編,text
B0194,中華大藏經總目錄,8,蔡念生編,text
B0195,頓悟大乘政理決,1,王錫著 ,text
B0196,大乘中宗見解,1,"",text
B0197,摩訶婆羅多的故事,1,拉賈戈帕拉查理改寫　唐季雍譯　金克木校,text
B0198,博伽梵歌,18,雅蘇瑪蒂書達．踏薩譯,text
Ba001,出版說明,1,藍吉富,editor
Ba002,全書內容簡介,1,藍吉富,editor
Ba003,編輯說明,1,藍吉富,editor
Ba004,編輯說明,1,藍吉富,editor
Ba005,編輯說明,1,藍吉富,editor
Ba006,編輯說明,1,藍吉富,editor
Ba007,編輯說明,1,藍吉富,editor
Ba008,編輯說明,1,藍吉富,editor
Ba009,編輯說明,1,藍吉富,editor
Ba010,洛陽伽藍記解題,1,藍吉富,editor
Ba011,釋氏六帖解題,1,藍吉富,editor
Ba012,大唐西域記解題,1,藍吉富,editor
Ba013,編輯說明,1,藍吉富,editor
Ba014,編輯說明（上）,1,藍吉富,editor
Ba015,編輯說明,1,藍吉富,editor
Ba016,編輯說明,1,藍吉富,editor
Ba017,編輯說明,1,藍吉富,editor
Ba018,編輯說明,1,藍吉富,editor
Ba019,禪林象器箋序,1,藍吉富,editor
Ba020,編輯說明,1,藍吉富,editor
Ba021,編輯說明,1,藍吉富,editor
Ba022,編輯說明,1,藍吉富,editor
Ba023,編輯說明,1,藍吉富,editor
Ba024,編輯說明,1,藍吉富,editor
Ba025,編輯說明,1,藍吉富,editor
Ba026,編輯說明,1,藍吉富,editor
Ba027,編輯說明,1,藍吉富,editor
Ba028,編輯說明,1,藍吉富,editor
Ba029,編輯說明,1,藍吉富,editor
Ba030,編輯說明,1,藍吉富,editor
Ba031,編輯說明,1,藍吉富,editor
Ba032,編輯說明,1,藍吉富,editor
Ba033,編輯說明,1,藍吉富,editor
Ba034,編輯說明,1,藍吉富,editor
Ba035,吳都法乘簡介,1,藍吉富,editor
Ba036,編輯說明,1,藍吉富,editor
Ba037,編輯說明,1,藍吉富,editor
