work_id,title,byline,creators,creators_with_id
T0036,本相猗致經,後漢 安世高譯,安世高,安世高(A000366)
T0037,緣本致經,失譯,,
T0038,輪王七寶經,宋 施護譯,施護,施護(A000844)
T0039,頂生王故事經,西晉 法炬譯,法炬,法炬(A000707)
T0040,文陀竭王經,北涼 曇無讖譯,曇無讖,曇無讖(A001789)
T0041,頻婆娑羅王經,宋 法賢譯,法賢,天息災(A000146)
T0042,鐵城泥犁經,東晉 竺曇無蘭譯,竺曇無蘭,曇無蘭(A001788)
T0043,閻羅王五天使者經,劉宋 慧簡譯,慧簡,慧簡(A001205)
T0044,古來世時經,失譯,,
T0045,大正句王經,宋 法賢譯,法賢,天息災(A000146)
T0046,阿那律八念經,後漢 支曜譯,支曜,支曜(A000165)
T0047,離睡經,西晉 竺法護譯,竺法護,竺法護(A000749)
T0048,是法非法經,後漢 安世高譯,安世高,安世高(A000366)
T0049,求欲經,西晉 法炬譯,法炬,法炬(A000707)
T0050,受歲經,西晉 竺法護譯,竺法護,竺法護(A000749)
T0051,梵志計水淨經,失譯,,
T0052,大生義經,宋 施護譯,施護,施護(A000844)
T0053,苦陰經,失譯,,
T0054,釋摩男本四子經,吳 支謙譯,支謙,支謙(A000164)
T0055,苦陰因事經,西晉 法炬譯,法炬,法炬(A000707)
T0056,樂想經,西晉 竺法護譯,竺法護,竺法護(A000749)
T0057,漏分布經,後漢 安世高譯,安世高,安世高(A000366)
T0058,阿耨風經,東晉 竺曇無蘭譯,竺曇無蘭,曇無蘭(A001788)
T0059,諸法本經,吳 支謙譯,支謙,支謙(A000164)
T0060,瞿曇彌記果經,劉宋 慧簡譯,慧簡,慧簡(A001205)
T0061,受新歲經,西晉 竺法護譯,竺法護,竺法護(A000749)
T0062,新歲經,東晉 竺曇無蘭譯,竺曇無蘭,曇無蘭(A001788)
T0063,解夏經,宋 法賢譯,法賢,天息災(A000146)
T0064,瞻婆比丘經,西晉 法炬譯,法炬,法炬(A000707)
T0065,伏婬經,西晉 法炬譯,法炬,法炬(A000707)
T0066,魔嬈亂經,失譯,,
T0067,弊魔試目連經,吳 支謙譯,支謙,支謙(A000164)
T0068,賴吒和羅經,吳 支謙譯,支謙,支謙(A000164)
T0069,護國經,宋 法賢譯,法賢,天息災(A000146)
T0070,數經,西晉 法炬譯,法炬,法炬(A000707)
T0071,梵志頞波羅延問種尊經,東晉 竺曇無蘭譯,竺曇無蘭,曇無蘭(A001788)
T0072,三歸五戒慈心厭離功德經,失譯,,
T0073,須達經,蕭齊 求那毘地譯,求那毘地,求那毗地(A000526)
T0074,長者施報經,宋 法天譯,法天,法天(A000690)
T0075,佛為黃竹園老婆羅門說學經,失譯,,
T0076,梵摩渝經,吳 支謙譯,支謙,支謙(A000164)
T0077,尊上經,西晉 竺法護譯,竺法護,竺法護(A000749)
T0078,兜調經,失譯,,
T0079,鸚鵡經,劉宋 求那跋陀羅譯,求那跋陀羅,求那跋陀羅(A000527)
T0080,佛為首迦長者說業報差別經,隋 瞿曇法智譯,瞿曇法智,瞿曇法智(A001879)
T0081,分別善惡報應經,宋 天息災譯,天息災,天息災(A000146)
T0082,意經,西晉 竺法護譯,竺法護,竺法護(A000749)
T0083,應法經,西晉 竺法護譯,竺法護,竺法護(A000749)
T0084,分別布施經,宋 施護譯,施護,施護(A000844)
T0085,息諍因緣經,宋 施護譯,施護,施護(A000844)
T0086,泥犁經,東晉 竺曇無蘭譯,竺曇無蘭,曇無蘭(A001788)
T0087,齋經,吳 支謙譯,支謙,支謙(A000164)
T0088,優陂夷墮舍迦經,失譯,,
T0089,八關齋經,劉宋 沮渠京聲譯,沮渠京聲,沮渠京聲(A000751)
T0090,鞞摩肅經,劉宋 求那跋陀羅譯,求那跋陀羅,求那跋陀羅(A000527)
T0091,婆羅門子命終愛念不離經,後漢 安世高譯,安世高,安世高(A000366)
T0092,十支居士八城人經,後漢 安世高譯,安世高,安世高(A000366)
T0093,邪見經,失譯,,
T0094,箭喻經,失譯,,
T0095,蟻喻經,宋 施護譯,施護,施護(A000844)
T0096,治意經,失譯,,
T0097,廣義法門經,陳 真諦譯,真諦,真諦(A000962)
T0098,普法義經,後漢 安世高譯,安世高,安世高(A000366)
T0099,雜阿含經,劉宋 求那跋陀羅譯,求那跋陀羅,求那跋陀羅(A000527)
T0100,別譯雜阿含經,失譯,,
T0101,雜阿含經,失譯,,
T0102,佛說五蘊皆空經,唐 義淨譯,義淨,義淨(A001470)
T0103,佛說聖法印經,西晉 竺法護譯,竺法護,竺法護(A000749)
T0104,佛說法印經,宋 施護譯,施護,施護(A000844)
T0105,五陰譬喻經,後漢 安世高譯,安世高,安世高(A000366)
T0106,佛說水沫所漂經,東晉 竺曇無蘭譯,竺曇無蘭,曇無蘭(A001788)
T0107,佛說不自守意經,吳 支謙譯,支謙,支謙(A000164)
T0108,佛說滿願子經,失譯,,
T0109,佛說轉法輪經,後漢 安世高譯,安世高,安世高(A000366)
T0110,佛說三轉法輪經,唐 義淨譯,義淨,義淨(A001470)
T0111,佛說相應相可經,西晉 法炬譯,法炬,法炬(A000707)
T0112,佛說八正道經,後漢 安世高譯,安世高,安世高(A000366)
T0113,佛說難提釋經,西晉 法炬譯,法炬,法炬(A000707)
T0114,佛說馬有三相經,後漢 支曜譯,支曜,支曜(A000165)
T0115,佛說馬有八態譬人經,後漢 支曜譯,支曜,支曜(A000165)
T0116,佛說戒德香經,東晉 竺曇無蘭譯,竺曇無蘭,曇無蘭(A001788)
T0117,佛說戒香經,宋 法賢譯,法賢,天息災(A000146)
T0118,佛說鴦掘摩經,西晉 竺法護譯,竺法護,竺法護(A000749)
T0119,佛說鴦崛髻經,西晉 法炬譯,法炬,法炬(A000707)
T0120,央掘魔羅經,劉宋 求那跋陀羅譯,求那跋陀羅,求那跋陀羅(A000527)
T0121,佛說月喻經,宋 施護譯,施護,施護(A000844)
T0122,佛說波斯匿王太后崩塵土坌身經,西晉 法炬譯,法炬,法炬(A000707)
T0123,佛說放牛經,後秦 鳩摩羅什譯,鳩摩羅什,鳩摩羅什(A001583)
T0124,緣起經,唐 玄奘譯,玄奘,玄奘(A000294)
T0125,增壹阿含經,東晉 瞿曇僧伽提婆譯,瞿曇僧伽提婆,僧伽提婆(A001589)
T0126,佛說阿羅漢具德經,宋 法賢譯,法賢,天息災(A000146)
T0127,佛說四人出現世間經,劉宋 求那跋陀羅譯,求那跋陀羅,求那跋陀羅(A000527)
T0128a,須摩提女經,吳 支謙譯,支謙,支謙(A000164)
T0128b,須摩提女經,吳 支謙譯,支謙,支謙(A000164)
T0129,佛說三摩竭經,吳 竺律炎譯,竺律炎,竺律炎(A000764)
T0130,佛說給孤長者女得度因緣經,宋 施護譯,施護,施護(A000844)
T0131,佛說婆羅門避死經,後漢 安世高譯,安世高,安世高(A000366)
T0132a,佛說食施獲五福報經,失譯,,
T0132b,施食獲五福報經,失譯,,
T0133,頻毘娑羅王詣佛供養經,西晉 法炬譯,法炬,法炬(A000707)
T0134,佛說長者子六過出家經,劉宋 慧簡譯,慧簡,慧簡(A001205)
T0135,佛說力士移山經,西晉 竺法護譯,竺法護,竺法護(A000749)
T0136,佛說四未曾有法經,西晉 竺法護譯,竺法護,竺法護(A000749)
T0137,舍利弗摩訶目連遊四衢經,後漢 康孟詳譯,康孟詳,康孟詳(A001045)
T0138,佛說十一想思念如來經,劉宋 求那跋陀羅譯,求那跋陀羅,求那跋陀羅(A000527)
T0139,佛說四泥犁經,東晉 竺曇無蘭譯,竺曇無蘭,曇無蘭(A001788)
T0140,阿那邠邸化七子經,後漢 安世高譯,安世高,安世高(A000366)
T0141,佛說阿遬達經,劉宋 求那跋陀羅譯,求那跋陀羅,求那跋陀羅(A000527)
T0142a,佛說玉耶女經,失譯,,
T0142b,玉耶女經,失譯,,
T0143,玉耶經,東晉 竺曇無蘭譯,竺曇無蘭,曇無蘭(A001788)
T0144,佛說大愛道般泥洹經,西晉 白法祖譯,白法祖,帛遠(A000305)
T0145,佛母般泥洹經,劉宋 慧簡譯,慧簡,慧簡(A001205)
T0146,舍衛國王夢見十事經,失譯,,
T0147,佛說舍衛國王十夢經,失譯,,
T0148,國王不梨先泥十夢經,東晉 竺曇無蘭譯,竺曇無蘭,曇無蘭(A001788)
T0149,佛說阿難同學經,後漢 安世高譯,安世高,安世高(A000366)
T0150A,七處三觀經,後漢 安世高譯,安世高,安世高(A000366)
T0150B,九橫經,後漢 安世高譯,安世高,安世高(A000366)
T0151,佛說阿含正行經,後漢 安世高譯,安世高,安世高(A000366)
T0152,六度集經,吳 康僧會譯,康僧會,康僧會(A001046)
T0153,菩薩本緣經,吳 支謙譯,支謙,支謙(A000164)
T0154,生經,西晉 竺法護譯,竺法護,竺法護(A000749)
T0155,菩薩本行經,失譯,,
T0156,大方便佛報恩經,失譯,,
T0157,悲華經,北涼 曇無讖譯,曇無讖,曇無讖(A001789)
T0158,大乘悲分陀利經,失譯,,
T0159,大乘本生心地觀經,唐 般若譯,般若,般若流支(A000996)
T0160,菩薩本生鬘論,宋 紹德慧詢等譯,紹德慧詢,紹德(A001131);慧詢(A001734)
T0161,長壽王經,失譯,,
T0162,金色王經,東魏 瞿曇般若流支譯,瞿曇般若流支,般若流支(A000996)
T0163,妙色王因緣經,唐 義淨譯,義淨,義淨(A001470)
T0164,師子素馱娑王斷肉經,唐 智嚴譯,智嚴,智嚴(A001302)
T0165,頂生王因緣經,宋 施護等譯,施護,施護(A000844)
T0166,月光菩薩經,宋 法賢譯,法賢,天息災(A000146)
T0167,太子慕魄經,後漢 安世高譯,安世高,安世高(A000366)
T0168,太子墓魄經,西晉 竺法護譯,竺法護,竺法護(A000749)
T0169,月明菩薩經,吳 支謙譯,支謙,支謙(A000164)
T0170,德光太子經,西晉 竺法護譯,竺法護,竺法護(A000749)
T0171,太子須大拏經,西秦 聖堅譯,聖堅,法堅(A000713)
T0172,菩薩投身飴餓虎起塔因緣經,北涼 法盛譯,法盛,法盛(A000719)
T0173,福力太子因緣經,宋 施護等譯,施護,施護(A000844)
T0174,菩薩睒子經,失譯,,
T0175a,睒子經,西秦 聖堅譯,聖堅,法堅(A000713)
T0175b,佛說睒子經,乞伏秦 聖堅譯,聖堅,法堅(A000713)
T0175c,佛說睒子經,姚秦 聖堅譯,聖堅,法堅(A000713)
T0176,師子月佛本生經,失譯,,
T0177,大意經,劉宋 求那跋陀羅譯,求那跋陀羅,求那跋陀羅(A000527)
T0178,前世三轉經,西晉 法炬譯,法炬,法炬(A000707)
T0179,銀色女經,元魏 佛陀扇多譯,佛陀扇多,佛陀扇多(A000440)
T0180,過去世佛分衛經,西晉 竺法護譯,竺法護,竺法護(A000749)
T0181a,九色鹿經,吳 支謙譯,支謙,支謙(A000164)
T0181b,佛說九色鹿經,吳 支謙譯,支謙,支謙(A000164)
T0182a,鹿母經,西晉 竺法護譯,竺法護,竺法護(A000749)
T0182b,佛說鹿母經,西晉 竺法護譯,竺法護,竺法護(A000749)
T0183,一切智光明仙人慈心因緣不食肉經,失譯,,
T0184,修行本起經,後漢 竺大力共康孟詳譯,"竺大力,康孟詳",竺大力(A000761);康孟詳(A001045)
T0185,太子瑞應本起經,吳 支謙譯,支謙,支謙(A000164)
T0186,普曜經,西晉 竺法護譯,竺法護,竺法護(A000749)
T0187,方廣大莊嚴經,唐 地婆訶羅譯,地婆訶羅,地婆訶羅(A000332)
T0188,異出菩薩本起經,西晉 聶道真譯,聶道真,聶道真(A001883)
T0189,過去現在因果經,劉宋 求那跋陀羅譯,求那跋陀羅,求那跋陀羅(A000527)
T0190,佛本行集經,隋 闍那崛多譯,闍那崛多,闍那崛多(A001844)
T0191,眾許摩訶帝經,宋 法賢譯,法賢,天息災(A000146)
T0192,佛所行讚,馬鳴菩薩造  北涼 曇無讖譯,"馬鳴菩薩,曇無讖",曇無讖(A001789)
T0193,佛本行經,宋 釋寶雲譯,釋寶雲,寶雲(A001928)
T0194,僧伽羅剎所集經,符秦 僧伽跋澄等譯,僧伽跋澄,僧伽跋澄(A001593)
T0195,佛說十二遊經,東晉 迦留陀伽譯,迦留陀伽,迦留陀迦(A000881)
T0196,中本起經,後漢 曇果共康孟詳譯,"曇果,康孟詳",曇果(A001780);康孟詳(A001045)
T0197,佛說興起行經,後漢 康孟詳譯,康孟詳,康孟詳(A001045)
T0198,佛說義足經,吳 支謙譯,支謙,支謙(A000164)
T0199,佛五百弟子自說本起經,西晉 竺法護譯,竺法護,竺法護(A000749)
T0200,撰集百緣經,吳 支謙譯,支謙,支謙(A000164)
T0201,大莊嚴論經,馬鳴菩薩造  後秦 鳩摩羅什譯,"馬鳴菩薩,鳩摩羅什",鳩摩羅什(A001583)
T0202,賢愚經,元魏 慧覺等譯,慧覺,慧覺(A001743)
T0203,雜寶藏經,元魏 吉迦夜共曇曜譯,"吉迦夜,曇曜",吉迦夜(A000328);曇曜(A001802)
T0204,雜譬喻經,後漢 支婁迦讖譯,支婁迦讖,支婁迦讖(A000163)
T0205,雜譬喻經,失譯,,
T0206,舊雜譬喻經,吳 康僧會譯,康僧會,康僧會(A001046)
T0207,雜譬喻經,道略集,道略,道略(A001534)
T0208,眾經撰雜譬喻,道略集  姚秦 鳩摩羅什譯,"道略,鳩摩羅什",鳩摩羅什(A001583)
T0209,百喻經,僧伽斯那撰  蕭齊 求那毘地譯,"僧伽斯那,求那毘地",求那毗地(A000526)
T0210,法句經,法救撰  吳 維祇難等譯,"法救,維祇難",維祇難(A001634)
T0211,法句譬喻經,晉世 法炬共法立譯,"法炬,法立",法炬(A000707);法立(A000693)
T0212,出曜經,姚秦 竺佛念譯,竺佛念,竺佛念(A000435)
T0213,法集要頌經,法救集  宋 天息災譯,"法救,天息災",天息災(A000146)
T0214,猘狗經,吳 支謙譯,支謙,支謙(A000164)
T0215,群牛譬經,西晉 法炬譯,法炬,法炬(A000707)
T0216,大魚事經,東晉 竺曇無蘭譯,竺曇無蘭,曇無蘭(A001788)
T0217,譬喻經,唐 義淨譯,義淨,義淨(A001470)
T0218,灌頂王喻經,宋 施護等譯,施護,施護(A000844)
T0219,醫喻經,宋 施護譯,施護,施護(A000844)
T0220,大般若波羅蜜多經,唐 玄奘譯,玄奘,玄奘(A000294)
T0221,放光般若經,西晉 無羅叉譯,無羅叉,無羅叉(A001324)
T0222,光讚經,西晉 竺法護譯,竺法護,竺法護(A000749)
T0223,摩訶般若波羅蜜經,後秦 鳩摩羅什譯,鳩摩羅什,鳩摩羅什(A001583)
T0224,道行般若經,後漢 支婁迦讖譯,支婁迦讖,支婁迦讖(A000163)
T0225,大明度經,吳 支謙譯,支謙,支謙(A000164)
T0226,摩訶般若鈔經,前秦 曇摩蜱共竺佛念譯,"曇摩蜱,竺佛念",曇摩蜱(A001793);竺佛念(A000435)
T0227,小品般若波羅蜜經,後秦 鳩摩羅什譯,鳩摩羅什,鳩摩羅什(A001583)
T0228,佛說佛母出生三法藏般若波羅蜜多經,宋 施護譯,施護,施護(A000844)
T0229,佛說佛母寶德藏般若波羅蜜經,宋 法賢譯,法賢,天息災(A000146)
T0230,聖八千頌般若波羅蜜多一百八名真實圓義陀羅尼經,宋 施護等譯,施護,施護(A000844)
T0231,勝天王般若波羅蜜經,陳 月婆首那譯,月婆首那,月婆首那(A000199)
T0232,文殊師利所說摩訶般若波羅蜜經,梁 曼陀羅仙譯,曼陀羅仙,曼陀羅仙(A001013)
T0233,文殊師利所說般若波羅蜜經,梁 僧伽婆羅譯,僧伽婆羅,僧伽婆羅(A001588)
T0234,佛說濡首菩薩無上清淨分衛經,宋 翔公譯,翔公,翔公(A001354)
T0235,金剛般若波羅蜜經,後秦 鳩摩羅什譯,鳩摩羅什,鳩摩羅什(A001583)
T0236a,金剛般若波羅蜜經,元魏 菩提流支譯,菩提流支,菩提流支(A001357)
T0236b,金剛般若波羅蜜經,元魏 菩提流支譯,菩提流支,菩提流支(A001357)
T0237,金剛般若波羅蜜經,陳 真諦譯,真諦,真諦(A000962)
T0238,金剛能斷般若波羅蜜經,隋 笈多譯,笈多,達摩笈多(A001572)
T0239,佛說能斷金剛般若波羅蜜多經,唐 義淨譯,義淨,義淨(A001470)
T0240,實相般若波羅蜜經,唐 菩提流志譯,菩提流志,菩提流志(A001358)
T0241,金剛頂瑜伽理趣般若經,唐 金剛智譯,金剛智,金剛智(A000774)
T0242,佛說遍照般若波羅蜜經,宋 施護譯,施護,施護(A000844)
T0243,大樂金剛不空真實三麼耶經,唐 不空譯,不空,不空(A000095)
T0244,佛說最上根本大樂金剛不空三昧大教王經,宋 法賢譯,法賢,天息災(A000146)
T0245,佛說仁王般若波羅蜜經,後秦 鳩摩羅什譯,鳩摩羅什,鳩摩羅什(A001583)
T0246,仁王護國般若波羅蜜多經,唐 不空譯,不空,不空(A000095)
T0247,佛說了義般若波羅蜜多經,宋 施護譯,施護,施護(A000844)
T0248,佛說五十頌聖般若波羅蜜經,宋 施護譯,施護,施護(A000844)
T0249,佛說帝釋般若波羅蜜多心經,宋 施護譯,施護,施護(A000844)
T0250,摩訶般若波羅蜜大明呪經,姚秦 鳩摩羅什譯,鳩摩羅什,鳩摩羅什(A001583)
T0251,般若波羅蜜多心經,唐 玄奘譯,玄奘,玄奘(A000294)
T0252,普遍智藏般若波羅蜜多心經,唐 法月重譯,法月,法月(A000691)
T0253,般若波羅蜜多心經,唐 般若共利言等譯,"般若,利言",般若(A000993);利言(A000454)
T0254,般若波羅蜜多心經,唐 智慧輪譯,智慧輪,智慧輪(A001294)
T0255,般若波羅蜜多心經,唐 法成譯,法成,法成(A000696)
T0257,佛說聖佛母般若波羅蜜多經,宋 施護譯,施護,施護(A000844)
T0258,佛說聖佛母小字般若波羅蜜多經,宋 天息災譯,天息災,天息災(A000146)
T0259,佛說觀想佛母般若波羅蜜多菩薩經,宋 天息災譯,天息災,天息災(A000146)
T0260,佛說開覺自性般若波羅蜜多經,宋 惟淨等譯,惟淨,惟淨(A001072)
T0261,大乘理趣六波羅蜜多經,唐 般若譯,般若,般若(A000993)
T0262,妙法蓮華經,姚秦 鳩摩羅什譯,鳩摩羅什,鳩摩羅什(A001583)
T0263,正法華經,西晉 竺法護譯,竺法護,竺法護(A000749)
T0264,添品妙法蓮華經,隋 闍那崛多共笈多譯,"闍那崛多,笈多",闍那崛多(A001844);達摩笈多(A001572)
T0265,薩曇分陀利經,失譯,,
T0266,佛說阿惟越致遮經,西晉 竺法護譯,竺法護,竺法護(A000749)
T0267,不退轉法輪經,失譯,,
T0268,佛說廣博嚴淨不退轉輪經,宋 智嚴譯,智嚴,智嚴(A001999)
T0269,佛說法華三昧經,宋 智嚴譯,智嚴,智嚴(A001999)
T0270,大法鼓經,劉宋 求那跋陀羅譯,求那跋陀羅,求那跋陀羅(A000527)
T0271,佛說菩薩行方便境界神通變化經,劉宋 求那跋陀羅譯,求那跋陀羅,求那跋陀羅(A000527)
T0272,大薩遮尼乾子所說經,元魏 菩提留支譯,菩提留支,菩提流支(A001357)
T0273,金剛三昧經,失譯,,
T0274,佛說濟諸方等學經,西晉 竺法護譯,竺法護,竺法護(A000749)
T0275,大乘方廣總持經,隋 毘尼多流支譯,毘尼多流支,毘尼多流支(A000851)
T0276,無量義經,蕭齊 曇摩伽陀耶舍譯,曇摩伽陀耶舍,曇摩迦陀耶舍(A001794)
T0277,佛說觀普賢菩薩行法經,劉宋 曇無蜜多譯,曇無蜜多,曇摩蜜多(A001786)
T0278,大方廣佛華嚴經,東晉 佛馱跋陀羅譯,佛馱跋陀羅,佛馱跋陀羅(A000441)
T0279,大方廣佛華嚴經,唐 實叉難陀譯,實叉難陀,實叉難陀(A001606)
T0280,佛說兜沙經,後漢 支婁迦讖譯,支婁迦讖,支婁迦讖(A000163)
T0281,佛說菩薩本業經,吳 支謙譯,支謙,支謙(A000164)
T0282,諸菩薩求佛本業經,西晉 聶道真譯,聶道真,聶道真(A001883)
T0283,菩薩十住行道品,西晉 竺法護譯,竺法護,竺法護(A000749)
T0284,佛說菩薩十住經,東晉 祇多蜜譯,祇多蜜,祇多蜜(A000999)
T0285,漸備一切智德經,西晉 竺法護譯,竺法護,竺法護(A000749)
T0286,十住經,姚秦 鳩摩羅什譯,鳩摩羅什,鳩摩羅什(A001583)
T0287,佛說十地經,唐 尸羅達摩譯,尸羅達摩,尸羅達摩(A000089)
T0288,等目菩薩所問三昧經,西晉 竺法護譯,竺法護,竺法護(A000749)
T0289,顯無邊佛土功德經,唐 玄奘譯,玄奘,玄奘(A000294)
T0290,佛說較量一切佛剎功德經,宋 法賢譯,法賢,天息災(A000146)
T0291,佛說如來興顯經,西晉 竺法護譯,竺法護,竺法護(A000749)
T0292,度世品經,西晉 竺法護譯,竺法護,竺法護(A000749)
T0293,大方廣佛華嚴經,唐 般若譯,般若,般若(A000993)
T0294,佛說羅摩伽經,西秦 聖堅譯,聖堅,法堅(A000713)
T0295,大方廣佛華嚴經入法界品,唐 地婆訶羅譯,地婆訶羅,地婆訶羅(A000332)
T0296,文殊師利發願經,東晉 佛陀跋陀羅譯,佛陀跋陀羅,佛馱跋陀羅(A000441)
T0297,普賢菩薩行願讚,唐 不空譯,不空,不空(A000095)
T0298,大方廣普賢所說經,唐 實叉難陀譯,實叉難陀,實叉難陀(A001606)
T0299,大方廣總持寶光明經,宋 法天譯,法天,法天(A000690)
T0300,大方廣佛華嚴經不思議佛境界分,唐 提雲般若譯,提雲般若,提雲般若(A001210)
T0301,大方廣如來不思議境界經,唐 實叉難陀譯,實叉難陀,實叉難陀(A001606)
T0302,度諸佛境界智光嚴經,失譯,,
T0303,佛華嚴入如來德智不思議境界經,隋 闍那崛多譯,闍那崛多,闍那崛多(A001844)
T0304,大方廣入如來智德不思議經,唐 實叉難陀譯,實叉難陀,實叉難陀(A001606)
T0305,信力入印法門經,元魏 曇摩流支譯,曇摩流支,曇摩流支(A001795)
T0306,大方廣佛花嚴經修慈分,唐 提雲般若等譯,提雲般若,提雲般若(A001210)
T0307,佛說莊嚴菩提心經,姚秦 鳩摩羅什譯,鳩摩羅什,鳩摩羅什(A001583)
T0308,佛說大方廣菩薩十地經,元魏 吉迦夜譯,吉迦夜,吉迦夜(A000328)
T0309,最勝問菩薩十住除垢斷結經,姚秦 竺佛念譯,竺佛念,竺佛念(A000435)
T0310,大寶積經,唐 菩提流志譯,菩提流志,菩提流志(A001358)
T0311,大方廣三戒經,北涼 曇無讖譯,曇無讖,曇無讖(A001789)
T0312,佛說如來不思議祕密大乘經,宋 法護譯,法護,法護(A014355)
T0313,阿閦佛國經,後漢 支婁迦讖譯,支婁迦讖,支婁迦讖(A000163)
T0314,佛說大乘十法經,梁 僧伽婆羅譯,僧伽婆羅,僧伽婆羅(A001588)
T0315a,佛說普門品經,西晉 竺法護譯,竺法護,竺法護(A000749)
T0315b,佛說普門品經,西晉 竺法護譯,竺法護,竺法護(A000749)
T0316,佛說大乘菩薩藏正法經,宋 法護等譯,法護,法護(A014355)
T0317,佛說胞胎經,西晉 竺法護譯,竺法護,竺法護(A000749)
T0318,文殊師利佛土嚴淨經,西晉 竺法護譯,竺法護,竺法護(A000749)
T0319,大聖文殊師利菩薩佛剎功德莊嚴經,唐 不空譯,不空,不空(A000095)
T0320,父子合集經,宋 日稱等譯,日稱,日稱(A000194)
T0321,佛說護國尊者所問大乘經,宋 施護譯,施護,施護(A000844)
T0322,法鏡經,後漢 安玄譯,安玄,安玄(A000367)
T0323,郁迦羅越問菩薩行經,西晉 竺法護譯,竺法護,竺法護(A000749)
T0324,佛說幻士仁賢經,西晉 竺法護譯,竺法護,竺法護(A000749)
T0325,佛說決定毘尼經,西晉 燉煌三藏譯,燉煌三藏,竺法護(A000749)
T0326,佛說三十五佛名禮懺文,唐 不空譯,不空,不空(A000095)
T0327,發覺淨心經,隋 闍那崛多譯,闍那崛多,闍那崛多(A001844)
T0328,佛說須賴經,曹魏 白延譯,白延,白延(A000304)
T0329,佛說須賴經,前涼 支施崙譯,支施崙,支施侖(A000161)
T0330,佛說菩薩修行經,西晉 白法祖譯,白法祖,帛遠(A000305)
T0331,佛說無畏授所問大乘經,宋 施護等譯,施護,施護(A000844)
T0332,佛說優填王經,西晉 法炬譯,法炬,法炬(A000707)
T0333,佛說大乘日子王所問經,宋 法天譯,法天,法天(A000690)
T0334,佛說須摩提菩薩經,西晉 竺法護譯,竺法護,竺法護(A000749)
T0335,佛說須摩提菩薩經,姚秦 鳩摩羅什譯,鳩摩羅什,鳩摩羅什(A001583)
T0336,須摩提經,唐 菩提流志譯,菩提流志,菩提流志(A001358)
T0337,佛說阿闍貰王女阿術達菩薩經,西晉 竺法護譯,竺法護,竺法護(A000749)
T0338,佛說離垢施女經,西晉 竺法護譯,竺法護,竺法護(A000749)
T0339,得無垢女經,元魏 瞿曇般若流支譯,瞿曇般若流支,般若流支(A000996)
T0340,文殊師利所說不思議佛境界經,唐 菩提流志譯,菩提流志,菩提流志(A001358)
T0341,聖善住意天子所問經,元魏 毘目智仙共般若流支譯,"毘目智仙,般若流支",毗目智仙(A000852);般若流支(A000996)
T0342,佛說如幻三昧經,西晉 竺法護譯,竺法護,竺法護(A000749)
T0343,佛說太子刷護經,西晉 竺法護譯,竺法護,竺法護(A000749)
T0344,佛說太子和休經,失譯,,
