work_id,title,byline,creators,creators_with_id
JB177,破山禪師語錄,清 海明說　印正等編　附年譜　印巒等輯　印綬等編　原書缺依駒本印,"海明,印正,印巒,印綬",海明(A009652);印正(A001501);印巒(A010702);印綬(A026177)
JB178,費隱禪師語錄,明 通容說　隆琦等編　附紀年錄　行觀．王谷同集　徐昌治．董行證較　行宗．行古重訂刻,"通容,隆琦,行觀,王谷,徐昌治,董行,行宗,行古",通容(A001150);隆琦(A001873);行觀(A004078);王谷(A004702);徐昌治(A000922);董行(A037266);行宗(A037267);行古(A037268)
JB180,天童弘覺忞禪師北遊集,清 道忞說　真樸編次,"道忞,真樸",道忞(A001513);真樸(A000960)
JB181,布水臺集,明 道忞著（中央圖書館善本書目編在集部別集類）,道忞,道忞(A001513)
JB182,萬如禪師語錄,清 通微說　行猷等編,"通微,行猷",通微(A012040);行猷(A037269)
JB183,雪竇石奇禪師語錄,清 通雲說　行正等編錄,"通雲,行正",通雲(A014742);行正(A018988)
JB184,牧雲和尚七會語錄,清 通門說　行瑋等編,"通門,行瑋",通門(A001148);行瑋(A016290)
JB185,浮石禪師語錄,明 通賢說　行浚等編,"通賢,行浚",通賢(A012052);行浚(A026449)
JB186,林野奇禪師語錄,明 通奇說　行謐等編,"通奇,行謐",通奇(A012053);行謐(A016193)
JB187,天岸昇禪師語錄,清 昇說　元玉等記錄,"天岸昇禪師,元玉",天岸昇禪師(A016456);元玉(A018989)
JB188,入就瑞白禪師語錄,明 明雪說　寂蘊編,"明雪,寂蘊",明雪(A007133);寂蘊(A014950)
JB189,三宜盂禪師語錄,明 明盂說　淨範等編,"明盂,淨範",明盂(A012054);淨範(A016471)
JB190,石雨禪師法檀,明 明方說　淨柱編,"明方,淨柱",明方(A010693);淨柱(A001103)
JB191,象田即念禪師語錄,明 淨現說　淨癡等錄,"淨現,淨癡",淨現(A012055);淨癡(A037270)
JB192,大休珠禪師語錄,清 珠說　廣熙等錄,大休珠禪師(A018992);廣熙(A037271),
JB193,隱元禪師語錄,清 隆琦說　海寧等編,"隆琦,海寧",隆琦(A001873);海寧(A031145)
JB194,昭覺丈雪醉禪師語錄,清 通醉說　徹綱等編,"通醉,徹綱",通醉(A001157);徹綱(A016519)
JB196,鴛湖用禪師語錄,清 妙用說　悟進．悟元等編,"妙用,悟進,悟元",妙用(A010708);悟進(A010710);悟元(A010711)
JB197,博山無異大師語錄集要,明 元來說　成正錄　元賢集,"元來,成正,元賢",元來(A000114);成正(A000374);元賢(A000135)
JB198,雪關禪師語錄,明 智誾說　成巒等錄　開詗編,"智誾,成巒,開詗",智誾(A011738);成巒(A027566);開詗(A001382)
JB199,雪關和尚語錄,明 智誾說　傳善輯,"智誾,傳善",智誾(A011738);傳善(A037272)
JB200,石霜爾瞻尊禪師語錄,清 達尊說　本開等記錄,"達尊,本開",達尊(A001571);本開(A016505)
JB202,百癡禪師語錄,清 元 說　超宣等編,"元,超宣",元(A000392);超宣(A037273)
JB203,雲峨喜禪師語錄,清 喜 說　智恒等編,"雲峨喜禪師,智恒",雲峨喜禪師(A010007);智恒(A037274)
JB204,斌雅禪師語錄,清 鑑 說　海岳記錄,"斌雅禪師,海岳",斌雅禪師(A018935);海岳(A037275)
JB205,介為舟禪師語錄,清 行舟說　海鹽．益證等編,"行舟,海鹽,益證",行舟(A000406);海鹽(A037642);益證(A037643)
JB206,笑堂和尚語錄,清 說　超源等記錄　超晙等編,"笑堂和尚,超源,超晙",笑堂和尚(A016202);超源(A037276);超晙(A037277)
JB207,古瓶山牧道者究心錄,明 真本說　機峻等編,"真本,機峻",真本(A014951);機峻(A019255)
JB208,古雪哲禪師語錄,明 真哲說　傳我等編,"真哲,傳我",真哲(A012057);傳我(A037466)
JB209,永濟融禪師語錄,清 融說　師住．妙印等錄,"永濟融禪師,師住,妙印",永濟融禪師(A018938);師住(A037467);妙印(A037468)
JB210,伏獅祇園禪師語錄,清 行剛（尼）說　授遠．超宿等編,"行剛,授遠,超宿",行剛(A018946);授遠(A037469);超宿(A037470)
JB211,季總徹禪師語錄,清 徹（尼）說　超祥記錄,"季總徹禪師,超祥",季總徹禪師(A018939);超祥(A037471)
JB212,二隱謐禪師語錄,清 謐說　超巨．超秀等編,"二隱謐禪師,超巨,超秀",二隱謐禪師(A016193);超巨(A037472);超秀(A019011)
JB213,芝巖秀禪師語錄,清 秀說　明一等編,"芝巖秀禪師,明一",芝巖秀禪師(A019011);明一(A037473)
JB214,蕅益大師佛學十種（選錄「性學開蒙」．「梵室偶談」兩種）,明 智旭著,智旭,智旭(A001257)
JB215,頌古合響集,明 徹（尼）．符（尼）合頌　張有譽輯並序,"徹（尼）,符（尼）,張有譽",徹(A019288);符(A019373);張有譽(A026588)
JB216,絕餘編,明 智旭著　圓果錄,"智旭,圓果",智旭(A001257);圓果(A037474)
JB218,懶石聆禪師語錄,清 聆說　海瑞等錄,"懶石聆禪師,海瑞",懶石聆禪師(A016419);海瑞(A037475)
JB219,紫竹林顓愚衡和尚語錄,清 觀衡說　正印重編,"觀衡,正印",觀衡(A001993);正印(A019187)
JB220,法璽印禪師語錄,清 印說　性圓等編,"法璽印禪師,性圓",法璽印禪師(A019187);性圓(A037476)
JB221,楞嚴法璽印禪師語錄,清 印說　旋性記錄,"法璽印禪師,旋性",法璽印禪師(A019187);旋性(A037477)
JB222,夔州臥龍字水禪師語錄,明 圓䂐說　觀誰等錄,"圓䂐,觀誰",圓䂐(A010152);觀誰(A026198)
JB223,山暉禪師語錄,清 璧說　如崇等錄　宗上編,"山暉禪師,如崇,宗上",山暉禪師(A016480);如崇(A037478);宗上(A016610)
JB224,嵩山野竹禪師錄,清 福慧說　宗宏錄　宗上．宗堅仝編,"福慧,宗宏,宗上,宗堅",福慧(A016491);宗宏(A016535);宗上(A016610);宗堅(A019253)
JB225,鄂州龍光達夫禪師雞肋集,清 蘊上說　道汜．道沖等錄（依駒本印）,"蘊上,道汜,道沖",蘊上(A016610);道汜(A037479);道沖(A037480)
JB226,頌古鉤鉅,清 蘊上頌并跋　蘊宏著語（依駒本印）,"蘊上,蘊宏",蘊上(A016610);蘊宏(A016535)
JB227,集文字禪,清 蘊上著　舒峻極序　杜國柱序（依駒本印）,"蘊上,舒峻極,杜國柱",蘊上(A016610);舒峻極(A037481);杜國柱(A037482)
JB229,法瀾澂禪師語錄,清 原澂說　清杲編次（依駒本印）,"原澂,清杲",原澂(A000898);清杲(A037483)
JB230,天王水鑑海和尚六會錄,清 慧海說　原澂等編（依駒本印）,"慧海,原澂",慧海(A001716);原澂(A000898)
JB231,天王水鑑海和尚五會錄,清 慧海說　原澂等編,"慧海,原澂",慧海(A001716);原澂(A000898)
JB232,天王水鑑海和尚住金粟語錄,清 慧海說　原澂．原上等編,"慧海,原澂,原上",慧海(A001716);原澂(A000898);原上(A037484)
JB233,介菴進禪師語錄,清 悟進說　真理等編　附源流頌,"悟進,真理",悟進(A010710);真理(A016230)
JB234,一初元禪師語錄,清 元說　真開．真智等編,"一初元禪師,真開,真智",一初元禪師(A010711);真開(A037485);真智(A016482)
JB235,蓮月禪師語錄,清 道正說　性容等錄,"道正,性容",道正(A001501);性容(A037486)
JB236,玉泉蓮月正禪師語錄,清 道正說　發慧等錄,"道正,發慧",道正(A001501);發慧(A001325)
JB237,月幢了禪師語錄,清 了說　達最等編,"月幢了禪師,達最",月幢了禪師(A016401);達最(A026325)
JB238,聚雲吹萬真禪師語錄,明 廣真說　燈來編,"廣真,燈來",廣真(A001662);燈來(A001808)
JB239,吹萬禪師語錄,明 廣真說　燈來重編（依駒本印）,"廣真,燈來",廣真(A001662);燈來(A001808)
JB240,慶忠鐵壁機禪師語錄,明 慧機說　燈來編,"慧機,燈來",慧機(A001738);燈來(A001808)
JB241,慶忠鐵壁機禪師語錄,明 慧機說　幻敏重編（依駒本印）,"慧機,幻敏",慧機(A001738);幻敏(A000153)
JB242,鐵眉三巴掌禪師語錄,明 鐵眉號三巴掌說　性養．性亮同編,"鐵眉三巴掌禪師,性養,性亮",鐵眉三巴掌禪師(A010142);性養(A000642);性亮(A000629)
JB243,耳庵嵩禪師語錄,清 嵩說　性愷編　徐善序　有附記,"耳庵嵩禪師,性愷,徐善",耳庵嵩禪師(A019189);性愷(A037487);徐善(A037488)
JB244,三山來禪師語錄,清 燈來說　普定編（原目二十八卷　卷十七下註有「嗣刻」二字　此為初刻本）,"燈來,普定",燈來(A001808);普定(A037489)
JB245,高峰三山來禪師年譜,清 性統編　至善序（依駒本印）,"性統,至善",性統(A000635);至善(A037490)
JB246,嘉興退菴斷愚智禪師語錄,清 智說　機輪等編,"嘉興退菴斷愚智禪師,機輪",斷愚智禪師(A016482);機輪(A037491)
JB247,普光坦菴禪師語錄,清 機峻說　全弘錄　羅開麟序（依駒本印）,"機峻,全弘,羅開麟",機峻(A019255);全弘(A037492);羅開麟(A037493)
JB248,達變權禪師語錄,清 顯權說　海澂錄,"顯權,海澂",顯權(A001978);海澂(A037494)
JB249,方融璽禪師語錄,清 如璽說　興林等編　附淨土詩,"如璽,興林",如璽(A019256);興林(A037495)
JB259,怡山禮佛發願文略釋,清 書玉略釋並序跋　有事義（依駒本印）,書玉,書玉(A000935)
JB260,大懺悔文略解,清 書玉略解（依駒本印）,書玉,書玉(A000935)
JB267,牧雲和尚嬾齋別集,明 通明撰　毛晉編,"通明,毛晉",通明(A001148);毛晉(A018719)
JB268,牧雲和尚宗本投機頌,明 通明撰　附病遊遊刃．病遊初草．病遊後草,通明,通明(A001148)
JB269,金剛般若經疏論纂要刊定記會編,唐 宗密述疏　宋 子璿錄記　清 行策會編,"宗密,子璿,行策",宗密(A000587);子璿(A000085);行策(A000421)
JB271,閱藏知津(第1卷-第5卷),明 智旭彙輯　總目四卷,智旭,智旭(A001257)
JB272,明州天童景德禪寺宏智覺禪師語錄,宋 正覺說　淨啟重編,"正覺,淨啟",正覺(A000278);淨啟(A037496)
JB273,千巖和尚語錄,元 元長說　嗣詔錄,"元長,嗣詔",元長(A004551);嗣詔(A037497)
JB275,興善南明廣禪師語錄,明 慧廣說　妙用集　悟進重輯並跋　明方序　黃承昊序　有行狀,"慧廣,妙用,悟進,明方,黃承昊",慧廣(A010707);妙用(A010708);悟進(A010710);明方(A010693);黃承昊(A037498)
JB276,不會禪師語錄,清 法通說　性靈等編（依駒本印）,"法通,性靈",法通(A019261);性靈(A037499)
JB277,雲棲法彙（選錄）(第1卷-第11卷),明 袾宏著（原本多缺　依金陵本補印　並補後增讚序等文　凡補印者　於該條目上作△以志之）,袾宏,袾宏(A001394)
JB279,虛舟禪師註八識規矩頌,清 行省撰,行省,行省(A000411)
JB280,神鼎雲外澤禪師語錄,清 行澤說　宏怤等編（依駒本印）,"行澤,宏怤",行澤(A010037);宏怤(A037500)
JB281,壇溪梓舟船禪師語錄,明 船說　明法等編（依駒本印）,"壇溪梓舟船禪師,明法",壇溪梓舟船(A012041);明法(A037501)
JB282,虛舟省禪師語錄,清 行省說　超直等編（依駒本印）,"行省,超直",行省(A000411);超直(A001369)
JB283,天台三聖詩集和韻,元 梵琦首和　清 福慧重和,"梵琦,福慧",梵琦(A001082);福慧(A016491)
JB284,益州嵩山野竹禪師後錄,清 福慧說　洪希等編,"福慧,洪希",福慧(A016491);洪希(A012696)
JB285,兜率不磷堅禪師語錄,清 宗堅說　妙聖等記,"宗堅,妙聖",宗堅(A019253);妙聖(A037502)
JB286,攖寧靜禪師語錄,清 智靜說　德亮等編　德峨等錄,"智靜,德亮,德峨",智靜(A019266);德亮(A037503);德峨(A037504)
JB287,自閒覺禪師語錄,清 覺說　洪暹等編,"自閒覺禪師,洪暹",自閒覺(A016227);洪暹(A019267)
JB288,憨予暹禪師語錄,清 洪暹說　法雲等編,"洪暹,法雲",洪暹(A019267);法雲(A037505)
JB293,擬寒山詩,明 張守約追擬並序　唐守禮序　蔡善繼序（依駒本印）,"張守約,唐守禮,蔡善繼",張守約(A022302);唐守禮(A037506);蔡善繼(A037507)
JB294,雲溪俍亭挺禪師語錄,清 淨挺說　智淙等編,"淨挺,智淙",淨挺(A001106);智淙(A037508)
JB295,學佛考訓,清 淨挺輯,淨挺,淨挺(A001106)
JB296,漆園指通,清 淨挺著,淨挺,淨挺(A001106)
JB298,屾峰憲禪師語錄,清 憲說　智質．智原同編（依駒本印）,"屾峰憲禪師,智質,智原",屾峰憲(A001774);智質(A001296);智原(A037509)
JB299,三峰藏和尚語錄,明 法藏說　弘儲記　後附年譜一卷．南嶽勒古一卷,"法藏,弘儲",法藏(A003668);弘儲(A000241)
JB300,朝宗禪師語錄,明 通忍說　行導編（依駒本印）,"通忍,行導",通忍(A016164);行導(A013482)
JB301,南嶽繼起和尚語錄,清 弘儲說　濟璣等編,"弘儲,濟璣",弘儲(A000241);濟璣(A015946)
JB303,燮雲璣禪師國清無畏堂語錄,清 濟璣說　玄杲錄　張有譽序,"濟璣,玄杲,張有譽",濟璣(A015946);玄杲(A037510);張有譽(A026588)
JB304,靈樹遠禪師雲嵒集,清 僧遠說　廣仍記　附雲嵒頌古　附雲嵒九頌　余懷製,"靈樹遠禪師,廣仍,余懷",靈樹遠(A019275);廣仍(A037511);余懷(A037512)
JB305,國清大庾韜禪師語錄,清 行韜說　顯裕等錄　有塔銘　行略（依駒本印）,"行韜,顯裕",行韜(A000427);顯裕(A001977)
JB306,內紹種禪師語錄,清 種說　照維等記　附頌古,"內紹種禪師,照維",內紹種(A019286);照維(A037513)
JB308,象崖珽禪師語錄,清 性珽說　益聞重刊,"性珽,益聞",性珽(A004939);益聞(A037514)
JB309,雲腹智禪師語錄,清 道智說　嶽賢．聯昇記錄,"道智,嶽賢,聯昇",道智(A011951);嶽賢(A037515);聯昇(A037516)
JB310,雲叟住禪師語錄,清 住說　元一記錄,"雲叟住禪師,元一",雲叟住(A016465);元一(A037517)
JB311,天界覺浪盛禪師全錄,明 道盛說　大成．大然等較　後附杖門隨集,"道盛,大成,大然",道盛(A007948);大成(A016282);大然(A015972)
JB312,天界覺浪盛禪師嘉禾語錄,明 道盛說　大樞．大英錄　譚貞默序,"道盛,大樞,大英,譚貞默",道盛(A007948);大樞(A000066);大英(A027557);譚貞默(A037518)
JB313,青原愚者智禪師語錄,清 智說　興磬．興斧編,"青原愚者智禪師,興磬,興斧",青原愚者智(A007940);興磬(A037519);興斧(A007130)
JB325,解惑篇,清 弘贊編（依駒本印）,弘贊,弘贊(A000244)
JB326,木人剩稿,清 弘贊編　開溈錄,"弘贊,開溈",弘贊(A000244);開溈(A037520)
JB336,南海寶象林慧弓詗禪師語錄,清 開詗說　傳一等錄,"開詗,傳一",開詗(A001382);傳一(A037521)
JB337,寶持總禪師語錄,清 玄總（尼）說　明英等記,"寶持玄總,明英",寶持玄總(A019288);明英(A037522)
JB338,靈瑞尼祖揆符禪師妙湛錄,清 符（尼）說　師炤等記,"靈瑞尼祖揆符禪師,師炤",尼祖揆符(A019373);師炤(A037523)
JB339,靈瑞禪師嵒華集,清 符（尼）說　振澂等記,"靈瑞禪師,振澂",靈瑞(A019373);振澂(A037524)
JB340,慧覺衣禪師語錄,清 照衣說　徹御等編,"照衣,徹御",照衣(A011969);徹御(A001622)
JB341,佛語御禪師語錄,清 徹御說　法傑．法秀等編　聖可序,"徹御,法傑,法秀,聖可",徹御(A001622);法傑(A037525);法秀(A000701);聖可(A001669)
JB342,華嚴聖可禪師語錄,清 德玉說　光佛等編,"德玉,光佛",德玉(A001669);光佛(A016581)
JB343,廣福山勝覺寺密印禪師語錄,清 真傳說　如暐等編,"真傳,如暐",真傳(A016502);如暐(A037526)
JB345,蘇州竹庵衍禪師語錄,清 真衍說　機如編,"真衍,機如",真衍(A016475);機如(A001805)
JB346,古林如禪師語錄,清 機如說　全威等記錄,"機如,全威",機如(A001805);全威(A000326)
JB348,靈峰蕅益大師宗論,明 智旭著,智旭,智旭(A001257)
JB351,道德經順硃,清 德玉順硃,德玉,德玉(A001669)
JB352,東山破峰重禪師語錄,清 普重說　傳慧等編,"普重,傳慧",普重(A016508);傳慧(A037527)
JB353,雲幻宸禪師語錄,清 印宸說　發林等編　王民皞序　李道泰塔記,"印宸,發林,王民皞,李道泰",印宸(A016490);發林(A016730);王民皞(A037528);李道泰(A037529)
JB354,錦屏破石卓禪師雜著,明 悟卓說　超常記錄　發林行狀,"悟卓,超常,發林",悟卓(A000928);超常(A001371);發林(A016730)
JB355,綠蘿恒秀林禪師語錄,清 發林說　光悠等編,"發林,光悠",發林(A016730);光悠(A037530)
JB356,奇然智禪師語錄,清 超智說　明林．明燦等編,"超智,明林,明燦",超智(A016286);明林(A016398);明燦(A037531)
JB357,秀野林禪師語錄,清 明林說　最正等編,"明林,最正",明林(A016398);最正(A019495)
JB358,智覃正禪師語錄,清 最正說　尚能．尚瑩等編　末附助緣耆德,"最正,尚能,尚瑩",最正(A019495);尚能(A037532);尚瑩(A037533)
JB359,百愚禪師語錄,清 淨斯說　智操．智海等編語錄　智朴．方拱乾等編蔓堂集　附蔓堂集,"淨斯,智操,智海,智朴,方拱乾",淨斯(A016277);智操(A016512);智海(A037534);智朴(A021480);方拱乾(A037535)
JB362,觀濤奇禪師語錄,清 大奇說　興舒等編,"大奇,興舒",大奇(A016501);興舒(A037536)
JB363,文穆念禪師語錄,清 念說　真慧等編,"念說,真慧",文穆念(A016596);真慧(A037537)
JB364,佛古聞禪師語錄,清 行聞說　超質等編,"行聞,超質",行聞(A016279);超質(A004351)
JB365,石璞質禪師語錄,清 超質說　明嵩等編,"超質,明嵩",超質(A004351);明嵩(A037538)
JB366,大方禪師語錄,明 行海說　超鳴編,"行海,超鳴",行海(A012051);超鳴(A037539)
JB367,寂光豁禪師語錄,清 豁說　發育等編,"寂光豁禪師,發育",寂光豁(A016439);發育(A037540)
JB368,天台通玄寺獨朗禪師語錄,清 行日說　超心．超香等編,"行日,超心,超香",行日(A019496);超心(A037541);超香(A037542)
JB369,蔗菴範禪師語錄,清 淨範說　智璋等錄,"淨範,智璋",淨範(A016471);智璋(A037543)
JB370,草堂耨雲實禪師語錄,清 真實說　寂訥等編（依駒本印）,"真實,寂訥",真實(A016514);寂訥(A019546)
JB371,佛冤禪師語錄,清 徹綱說　性純等編（依駒本印）,"徹綱,性純",徹綱(A016519);性純(A037544)
JB372,印心佛敏訥禪師語錄,清 寂納說　法棟等錄　法通等編（依駒本印）,"寂納,法棟,法通",寂納(A019546);法棟(A037545);法通(A037546)
JB383,憨休禪師語錄,繼堯等編,繼堯,繼堯(A037547)
JB384,憨休禪師敲空遺響,清 如乾說　張恂編閱　繼堯校訂（依駒本印）,"如乾,張恂,繼堯",如乾(A019487);張恂(A037548);繼堯(A037547)
JB386,遠菴僼禪師語錄,清 本僼說　元視等編（依駒本印）,"本僼,元視",本僼(A009287);元視(A037549)
JB387,古宿尊禪師語錄,清 尊說　明圓等編（依駒本印）,"古宿尊禪師,明圓",古宿尊(A016553);明圓(A037550)
JB388,神鼎一揆禪師語錄,清 元揆說　成炯等編（依駒本印）,"元揆,成炯",元揆(A016611);成炯(A037551)
JB389,洪山俞昭允汾禪師語錄,清 允汾說　上睿等編（依駒本印）,"允汾,上睿",允汾(A014466);上睿(A016603)
JB390,北京楚林禪師語錄,清 上睿說　照琮等錄（依駒本印）,"上睿,照琮",上睿(A016603);照琮(A037552)
JB391,長目電禪師語錄,清 光電說　悟本編（依駒本印）,"光電,悟本",光電(A016618);悟本(A037553)
JB392,寒松操禪師語錄,清 智操說　德昊編（依駒本印）,"智操,德昊",智操(A016512);德昊(A037554)
JB393,華巖還初佛禪師語錄,清 佛說　通量等編（依駒本印）,"華巖還初佛禪師,通量",華巖還初佛(A016581);通量(A037555)
JB394,翼菴禪師語錄,清 善酇說　分為國清語錄二卷　序燈等記　真如語錄三卷　序璋等記　通玄語錄一卷　力端等錄　和寒山詩二卷（依駒本印）,"善酇,序燈,序璋,力端",善酇(A019548);序燈(A037556);序璋(A037557);力端(A037558)
JB395,荊南內護國寺啟真誠禪師語錄,清 誠說　振聞編（依駒本印）,"啟真誠禪師,振聞",啟真誠(A019549);振聞(A037559)
JB396,終南山蟠龍子肅禪師語錄,清 超遠說　性明編　海闊等錄（依駒本印）,"超遠,性明,海闊",超遠(A001373);性明(A037560);海闊(A037561)
JB399,鶴林天樹植禪師語錄,清 行植說　湛祐編（依駒本印）,"行植,湛祐",行植(A016588);湛祐(A016623)
JB400,知空蘊禪師語錄,清 學蘊說　通來等編（依駒本印）,"學蘊,通來",學蘊(A010644);通來(A037562)
JB401,浦峰長明炅禪師語錄,清 性炅說　海棟編（依駒本印）,"性炅,海棟",性炅(A019550);海棟(A019551)
JB402,浦峰法柱棟禪師語錄,清 海棟說　慧昇集　慧渠編　慧岱錄（依駒本印）,"海棟,慧昇,慧渠,慧岱",海棟(A019551);慧昇(A037563);慧渠(A037564);慧岱(A037565)
JB406,廬山天然禪師語錄,明 函昰說　今辯重編（依駒本印）,"函昰,今辯",函昰(A010057);今辯(A000111)
JB407,千山剩人禪師語錄,明 函可說　元賦等編　今羞等錄　今盧．今又重梓（依駒本印）,"函可,元賦,今羞,今盧,今又",函可(A012087);元賦(A037566);今羞(A037567);今盧(A037568);今又(A037569)
JB408,海幢阿字無禪師語錄,清 今無說　今辯重編（依駒本印）,"今無,今辯",今無(A010701);今辯(A000111)
JB409,丹霞澹歸禪師語錄,明 今釋說　今辯重編（依駒本印）,"今釋,今辯",今釋(A000112);今辯(A000111)
JB410,蓮峰禪師語錄,清 素說　性深等編（依駒本印）,"蓮峰禪師,性深",蓮峰素(A016380);性深(A037570)
JB411,德風禪師般若語錄,清 說　如惺等編（依駒本印）,"德風禪師,如惺",德風禪師(A020625);如惺(A037571)
JB412,三塔主峰禪師語錄,清 說　覺海錄　譚貞默等請啟（依駒本印）,"三塔主峰禪師,覺海,譚貞默",三塔主峰(A016267);覺海(A037572);譚貞默(A037518)
JB413,黃蓮東巖禪師語錄,清 說　機琇記錄　黎元寬序　文德翼序　內分黃蓮語錄　蘄州語錄　有行實　末附懷淨土偈（依駒本印）,"黃蓮東巖禪師,機琇,黎元寬,文德翼",黃蓮東巖(A016487);機琇(A037573);黎元寬(A037574);文德翼(A037575)
